Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Conflicts_Over_Social_Media,Addicted_Score
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,4,8
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,3,7
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,2,5
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,3,7
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,3,6
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,3,6
518,21,Male,Graduate,Poland,4.1,Facebook,No,8,7,2,5
522,21,Male,Graduate,China,4.3,WeChat,No,8,7,2,5
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,3,7
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,3,6
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,3,6
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,2,5
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,2,5
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,3,7
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,3,6
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8,7,3,6
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,2,5
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,2,5
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,3,7
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8,7,3,6
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,2,5
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,4,8
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,2,5
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,4,8
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,3,7
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,2,4
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,5,9
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,3,7
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,4,8
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,2,5
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,4,8
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,2,5
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6,5,4,8
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,4,8
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,2,5
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6,5,4,8
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,2,5
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,4,8
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,3,7
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,4,5,9
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,2,5
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,4,8
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,3,7
2,22,Male,Graduate,India,2.1,Twitter,No,7.5,8,0,3
13,22,Male,Graduate,Italy,2.8,LinkedIn,No,7.2,8,1,4
25,22,Male,Graduate,Greece,3.2,Facebook,No,6.9,7,2,5
37,22,Male,Graduate,Israel,3.1,Facebook,No,6.8,7,1,5
49,22,Male,Graduate,Venezuela,3.3,Facebook,No,6.7,7,2,5
61,22,Male,Graduate,Poland,3.1,Facebook,No,7.1,7,1,5
69,22,Male,Graduate,Bulgaria,2.8,LinkedIn,No,7.2,8,1,4
78,22,Female,Graduate,Kyrgyzstan,2.9,Facebook,No,7,7,2,5
84,22,Female,Graduate,Malta,2.7,LinkedIn,No,7.2,8,1,4
91,22,Male,Graduate,Montenegro,2.9,Facebook,No,7,7,2,5
98,22,Female,Graduate,Bahrain,2.8,LinkedIn,No,7.1,8,1,4
105,22,Male,Graduate,Afghanistan,2.9,LinkedIn,No,7,7,2,5
114,22,Female,Graduate,Pakistan,5.5,Instagram,Yes,6,5,4,8
119,22,Male,Graduate,Nepal,4.7,TikTok,No,7.3,7,2,5
124,22,Female,Graduate,India,5.8,Instagram,Yes,5.8,6,3,7
129,22,Male,Graduate,Bangladesh,5.1,Facebook,Yes,6.5,5,4,8
133,22,Male,Graduate,Sri Lanka,5.5,Facebook,Yes,5.5,6,3,7
137,22,Male,Graduate,Nepal,4.1,Facebook,No,7.9,7,2,5
141,22,Male,Graduate,Bangladesh,4.7,Facebook,Yes,6.9,5,4,8
145,22,Male,Graduate,Sri Lanka,5.1,Facebook,Yes,5.1,6,3,7
149,22,Male,Graduate,Nepal,3.7,Facebook,No,8.3,7,2,5
153,22,Male,Graduate,Bangladesh,4.3,Facebook,Yes,7.3,5,4,8
157,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,3,7
164,22,Male,Graduate,Pakistan,4.7,Instagram,Yes,6.3,5,3,7
168,22,Male,Graduate,India,5.2,Facebook,No,7.1,7,2,6
172,22,Male,Graduate,Maldives,5.3,TikTok,Yes,5.7,6,4,8
176,22,Male,Graduate,Pakistan,4.5,Instagram,Yes,6.7,5,3,7
180,22,Male,Graduate,India,5,Facebook,No,7.6,7,2,6
184,22,Male,Graduate,Maldives,5.1,TikTok,Yes,5.3,6,4,8
188,22,Male,Graduate,Pakistan,4.3,Instagram,Yes,7.1,5,3,7
192,22,Male,Graduate,India,4.8,Facebook,No,8,7,2,6
196,22,Male,Graduate,Maldives,4.9,TikTok,Yes,4.9,6,4,8
200,22,Male,Graduate,Pakistan,4.1,Instagram,Yes,7.5,5,3,7
204,22,Male,Graduate,India,4.6,Facebook,No,8.4,7,2,6
208,22,Male,Graduate,Maldives,4.7,TikTok,Yes,4.5,6,4,8
212,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,3,7
216,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,2,6
220,22,Male,Graduate,Maldives,4.5,TikTok,Yes,4.1,6,4,8
224,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,2,4
228,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,2,5
232,22,Male,Graduate,Germany,4,Instagram,No,7.9,8,1,4
236,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,2,5
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,2,4
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,2,5
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,1,4
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,2,5
256,22,Male,Graduate,Germany,4,Facebook,No,7.6,8,2,4
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,2,5
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,1,4
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,2,5
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,1,4
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,2,5
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,1,4
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,2,5
288,22,Male,Graduate,Germany,3.5,Facebook,No,8,8,1,4
292,22,Male,Graduate,Russia,4,VKontakte,No,8,7,2,5
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,1,4
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,2,5
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,1,4
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,2,5
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,1,4
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,2,5
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,1,4
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,4,8
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,3,7
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,2,4
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,3,7
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7,6,3,7
344,22,Male,Graduate,India,6,WhatsApp,Yes,6.3,5,4,8
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,3,7
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,2,4
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7,6,3,7
360,22,Male,Graduate,Canada,5,TikTok,Yes,7.2,6,3,7
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,4,8
368,22,Male,Graduate,Mexico,6,WhatsApp,Yes,6.2,6,3,7
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,2,4
376,22,Male,Graduate,Turkey,5,TikTok,Yes,7.2,6,3,7
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,3,7
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,4,8
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6,6,3,7
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,2,4
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,3,7
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,3,7
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,4,8
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,3,7
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,2,4
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,3,7
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,3,7
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,4,8
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,3,7
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,2,4
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,3,7
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8,6,3,7
444,22,Male,Graduate,India,7,WhatsApp,Yes,5.3,5,4,8
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,3,7
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,2,4
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8,6,3,7
460,22,Male,Graduate,Canada,4,TikTok,Yes,8.2,6,3,7
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,4,8
468,22,Male,Graduate,Mexico,7,WhatsApp,Yes,5.2,6,3,7
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,2,4
476,22,Male,Graduate,Turkey,4,TikTok,Yes,8.2,6,3,7
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,3,7
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,4,8
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5,6,3,7
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,2,4
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,3,7
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,3,7
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,3,6
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,2,5
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,2,5
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,3,7
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,3,6
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,3,6
528,22,Male,Graduate,Poland,4,Facebook,No,8.1,7,2,5
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,2,5
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,3,7
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,3,6
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,3,6
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,2,5
552,22,Male,Graduate,China,4,WeChat,No,8.3,7,2,5
556,22,Male,Graduate,Malaysia,6,WhatsApp,Yes,6.3,6,3,7
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,3,6
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,3,6
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,2,5
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,5,9
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,4,8
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,3,7
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,3,7
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,2,5
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,4,8
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,3,7
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,5,9
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,2,5
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,4,8
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,3,7
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,3,7
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,4,8
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,3,7
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,3,7
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,2,5
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,2,4
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,5,9
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,3,7
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,4,8
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,2,5
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,4,8
7,23,Male,Graduate,Germany,1.5,LinkedIn,No,8,9,0,2
22,23,Female,Graduate,Switzerland,2.5,LinkedIn,No,7.3,8,1,4
34,23,Female,Graduate,Taiwan,2.6,LinkedIn,No,7.2,8,1,4
46,23,Female,Graduate,Chile,2.7,LinkedIn,No,7.1,8,1,4
58,23,Female,Graduate,Bahamas,2.8,LinkedIn,No,7,8,1,4
65,23,Male,Graduate,Slovakia,2.3,LinkedIn,No,7.4,8,1,3
75,23,Male,Graduate,Belarus,2.5,LinkedIn,No,7.3,8,1,4
88,23,Female,Graduate,San Marino,2.6,LinkedIn,No,7.3,8,1,4
95,23,Male,Graduate,Bosnia,2.4,LinkedIn,No,7.4,8,1,4
102,23,Female,Graduate,Iraq,2.5,LinkedIn,No,7.3,8,1,4
109,23,Male,Graduate,Sri Lanka,2.6,LinkedIn,No,7.2,8,1,4
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,2,4
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7,6,3,6
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,4,8
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,2,5
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,2,5
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,4,8
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,2,5
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,4,8
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,2,5
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,4,8
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,2,5
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,4,8
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,3,7
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,3,7
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,4,8
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,2,5
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,4,8
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,2,5
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6,5,4,8
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,2,5
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,4,8
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,3,7
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,5,9
17,24,Male,Graduate,Sweden,2,LinkedIn,No,7.8,8,0,3
29,24,Male,Graduate,Malaysia,2.2,LinkedIn,No,7.4,8,0,3
41,24,Male,Graduate,South Africa,2.3,LinkedIn,No,7.3,8,1,4
53,24,Male,Graduate,Bolivia,2.4,LinkedIn,No,7.2,8,1,4
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,4,8
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,2,5
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,4,8
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,3,7
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,3,7
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,3,7
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,2,5
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,2,4
625,24,Female,Graduate,India,7,TikTok,Yes,5.8,4,5,9
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,3,7
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,4,8
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,2,5
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,2,5
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,4,8
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,3,7
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,5,9
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,2,5
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,4,8
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,3,7
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,3,7
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,2,5
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,2,4
